🇨🇳央视频道🇨🇳,#genre#
CCTV1,http://67e8f7.netsite.cc/proxy/1964731068/1964731068.m3u8
CCTV1,http://44966c.netsite.cc/proxy/1964731068/1964731068.m3u8
CCTV1,http://14.212.185.27:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://219.137.203.101:8081/hls/1/index.m3u8
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://202.102.201.244:40022/rtp/238.1.78.166:7200
CCTV1,http://183.0.186.75:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.249.151.138:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.218.159.80:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.118.209.251:8083/rtp/226.0.2.153:9136
CCTV1,http://222.137.229.154:808/hls/1/index.m3u8
CCTV1,http://58.48.37.158:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.138.216.44:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.196.134.58:20000/rtp/239.3.1.129:8008
CCTV1,http://171.120.70.191:8085/rtp/226.0.2.16:8040
CCTV1,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.118.209.44:8084/rtp/226.0.2.153:9136
CCTV1,http://171.118.209.44:8084/rtp/226.0.2.16:8040
CCTV1,http://171.118.111.223:8083/rtp/226.0.2.16:8040
CCTV1,http://171.118.209.251:8083/rtp/226.0.2.16:8040
CCTV1,http://175.155.103.76:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://171.120.70.65:8085/rtp/226.0.2.153:9136
CCTV1,http://171.120.70.65:8085/rtp/226.0.2.16:8040
CCTV1,http://171.118.209.44:8085/rtp/226.0.2.153:9136
CCTV1,http://60.220.167.241:8083/rtp/226.0.2.16:8040
CCTV1,http://114.254.93.184:2222/rtp/239.3.1.129:8008
CCTV1,http://1.24.190.98:10080/hls/1/index.m3u8
CCTV1,http://113.218.229.25:8081/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://223.159.8.46:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://183.185.252.234:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.117.37.103:4000/rtp/239.3.1.129:8008
CCTV1,http://111.225.112.48:808/tsfile/live/0001_1.m3u8
CCTV1,http://221.205.131.217:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://60.220.167.241:8082/rtp/226.0.2.16:8040
CCTV1,http://221.213.92.64:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8
CCTV1,http://1.80.231.186:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://112.46.85.60:8008/hls/501/index.m3u8
CCTV1,http://60.220.167.241:8083/rtp/226.0.2.153:9136
CCTV1,http://171.118.209.44:8085/rtp/226.0.2.16:8040
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1,http://183.191.142.15:8002/rtp/226.0.2.16:8040
CCTV1,http://221.205.131.217:9999/tsfile/live/0001_1.m3u8
CCTV1,http://183.191.142.15:8002/rtp/226.0.2.153:9136
CCTV1,http://111.225.112.48:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.116.58.37:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.191.142.15:8004/rtp/226.0.2.16:8040
CCTV1,http://183.191.142.15:8004/rtp/226.0.2.153:9136
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://121.19.134.225:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
